Freq.	V(n003)
1.13501081567235e+001	9.99997993562737e-001,-1.13500030484531e-004
1.14815362149691e+001	9.99997993412701e-001,-1.14814298891739e-004
1.16144861384037e+001	9.99997993259169e-001,-1.16143785809688e-004
1.17489755493956e+001	9.99997993102062e-001,-1.17488667460455e-004
1.18850222743705e+001	9.99997992941296e-001,-1.18849122106566e-004
1.20226443461745e+001	9.99997992776784e-001,-1.20225330074836e-004
1.21618600064640e+001	9.99997992608440e-001,-1.21617473780267e-004
1.23026877081241e+001	9.99997992436175e-001,-1.23025737749822e-004
1.24451461177142e+001	9.99997992259899e-001,-1.24450308647377e-004
1.25892541179420e+001	9.99997992079515e-001,-1.25891375298305e-004
1.27350308101670e+001	9.99997991894930e-001,-1.27349128714413e-004
1.28824955169317e+001	9.99997991706045e-001,-1.28823762119339e-004
1.30316677845234e+001	9.99997991512761e-001,-1.30315470974066e-004
1.31825673855644e+001	9.99997991314974e-001,-1.31824453003072e-004
1.33352143216336e+001	9.99997991112582e-001,-1.33350908220194e-004
1.34896288259169e+001	9.99997990905473e-001,-1.34895038955458e-004
1.36458313658896e+001	9.99997990693541e-001,-1.36457049881705e-004
1.38038426460292e+001	9.99997990476673e-001,-1.38037148041775e-004
1.39636836105598e+001	9.99997990254754e-001,-1.39635542875945e-004
1.41253754462279e+001	9.99997990027665e-001,-1.41252446249715e-004
1.42889395851114e+001	9.99997989795285e-001,-1.42888072481840e-004
1.44543977074597e+001	9.99997989557495e-001,-1.44542638372837e-004
1.46217717445676e+001	9.99997989314164e-001,-1.46216363233560e-004
1.47910838816825e+001	9.99997989065165e-001,-1.47909468914483e-004
1.49623565609448e+001	9.99997988810367e-001,-1.49622179834858e-004
1.51356124843625e+001	9.99997988549634e-001,-1.51354723012659e-004
1.53108746168207e+001	9.99997988282827e-001,-1.53107328094600e-004
1.54881661891253e+001	9.99997988009806e-001,-1.54880227386550e-004
1.56675107010819e+001	9.99997987730425e-001,-1.56673655884379e-004
1.58489319246116e+001	9.99997987444537e-001,-1.58487851305116e-004
1.60324539069009e+001	9.99997987151989e-001,-1.60323054118296e-004
1.62181009735898e+001	9.99997986852628e-001,-1.62179507578178e-004
1.64058977319959e+001	9.99997986546293e-001,-1.64057457755480e-004
1.65958690743761e+001	9.99997986232823e-001,-1.65957153570542e-004
1.67880401812261e+001	9.99997985912051e-001,-1.67878846825943e-004
1.69824365246179e+001	9.99997985583807e-001,-1.69822792240038e-004
1.71790838715764e+001	9.99997985247918e-001,-1.71789247480636e-004
1.73780082874943e+001	9.99997984904204e-001,-1.73778473199259e-004
1.75792361395874e+001	9.99997984552486e-001,-1.75790733065550e-004
1.77827941003898e+001	9.99997984192573e-001,-1.77826293802375e-004
1.79887091512884e+001	9.99997983824278e-001,-1.79885425221136e-004
1.81970085861004e+001	9.99997983447404e-001,-1.81968400257349e-004
1.84077200146901e+001	9.99997983061750e-001,-1.84075495007136e-004
1.86208713666292e+001	9.99997982667115e-001,-1.86206988763564e-004
1.88364908948986e+001	9.99997982263288e-001,-1.88363164053803e-004
1.90546071796330e+001	9.99997981850053e-001,-1.90544306676518e-004
1.92752491319099e+001	9.99997981427194e-001,-1.92750705739806e-004
1.94984459975810e+001	9.99997980994484e-001,-1.94982653699374e-004
1.97242273611491e+001	9.99997980551696e-001,-1.97240446397525e-004
1.99526231496894e+001	9.99997980098593e-001,-1.99524383102184e-004
2.01836636368162e+001	9.99997979634936e-001,-2.01834766546658e-004
2.04173794466959e+001	9.99997979160480e-001,-2.04171902969732e-004
2.06538015581059e+001	9.99997978674973e-001,-2.06536102156234e-004
2.08929613085410e+001	9.99997978178156e-001,-2.08927677478210e-004
2.11348903983671e+001	9.99997977669767e-001,-2.11346945936338e-004
2.13796208950230e+001	9.99997977149535e-001,-2.13794228201966e-004
2.16271852372709e+001	9.99997976617185e-001,-2.16269848659688e-004
2.18776162394962e+001	9.99997976072437e-001,-2.18774135450236e-004
2.21309470960571e+001	9.99997975514999e-001,-2.21307420514105e-004
2.23872113856841e+001	9.99997974944577e-001,-2.23870039635395e-004
2.26464430759313e+001	9.99997974360869e-001,-2.26462332486446e-004
2.29086765276784e+001	9.99997973763564e-001,-2.29084642672862e-004
2.31739464996855e+001	9.99997973152345e-001,-2.31737317778930e-004
2.34422881532000e+001	9.99997972526889e-001,-2.34420709413799e-004
2.37137370566173e+001	9.99997971886867e-001,-2.37135173258067e-004
2.39883291901957e+001	9.99997971231933e-001,-2.39881069110972e-004
2.42661009508249e+001	9.99997970561744e-001,-2.42658760937863e-004
2.45470891568511e+001	9.99997969875948e-001,-2.45468616918841e-004
2.48313310529565e+001	9.99997969174175e-001,-2.48311009497112e-004
2.51188643150966e+001	9.99997968456056e-001,-2.51186315428703e-004
2.54097270554939e+001	9.99997967721210e-001,-2.54094915832248e-004
2.57039578276894e+001	9.99997966969247e-001,-2.57037196239472e-004
2.60015956316535e+001	9.99997966199769e-001,-2.60013546646408e-004
2.63026799189547e+001	9.99997965412368e-001,-2.63024361564966e-004
2.66072505979889e+001	9.99997964606625e-001,-2.66070040075325e-004
2.69153480392700e+001	9.99997963782114e-001,-2.69150985878839e-004
2.72270130807800e+001	9.99997962938397e-001,-2.72267607351389e-004
2.75422870333825e+001	9.99997962075029e-001,-2.75420317597723e-004
2.78612116862986e+001	9.99997961191550e-001,-2.78609534506052e-004
2.81838293126454e+001	9.99997960287492e-001,-2.81835680803517e-004
2.85101826750400e+001	9.99997959362375e-001,-2.85099184112248e-004
2.88403150312670e+001	9.99997958415710e-001,-2.88400477005944e-004
2.91742701400126e+001	9.99997957446994e-001,-2.91739997067322e-004
2.95120922666648e+001	9.99997956455715e-001,-2.95118186945987e-004
2.98538261891806e+001	9.99997955441346e-001,-2.98535494417286e-004
3.01995172040211e+001	9.99997954403347e-001,-3.01992372441466e-004
3.05492111321561e+001	9.99997953341171e-001,-3.05489279223867e-004
3.09029543251369e+001	9.99997952254255e-001,-3.09026678275545e-004
3.12607936712406e+001	9.99997951142021e-001,-3.12605038474802e-004
3.16227766016848e+001	9.99997950003879e-001,-3.16224834129246e-004
3.19889510969150e+001	9.99997948839226e-001,-3.19886545038737e-004
3.23593656929639e+001	9.99997947647446e-001,-3.23590656558954e-004
3.27340694878849e+001	9.99997946427905e-001,-3.27337659665690e-004
3.31131121482602e+001	9.99997945179957e-001,-3.31128051020011e-004
3.34965439157839e+001	9.99997943902940e-001,-3.34962333034019e-004
3.38844156139214e+001	9.99997942596180e-001,-3.38841013937470e-004
3.42767786546462e+001	9.99997941258979e-001,-3.42764607845145e-004
3.46736850452543e+001	9.99997939890633e-001,-3.46733634824968e-004
3.50751873952580e+001	9.99997938490413e-001,-3.50748620966998e-004
3.54813389233587e+001	9.99997937057577e-001,-3.54810098453090e-004
3.58921934645017e+001	9.99997935591366e-001,-3.58918605627505e-004
3.63078054770114e+001	9.99997934091004e-001,-3.63074687068203e-004
3.67282300498097e+001	9.99997932555692e-001,-3.67278893659048e-004
3.71535229097185e+001	9.99997930984619e-001,-3.71531782662865e-004
3.75837404288457e+001	9.99997929376951e-001,-3.75833917795236e-004
3.80189396320574e+001	9.99997927731836e-001,-3.80185869299279e-004
3.84591782045367e+001	9.99997926048402e-001,-3.84588214021208e-004
3.89045144994294e+001	9.99997924325754e-001,-3.89041535486806e-004
3.93550075455791e+001	9.99997922562981e-001,-3.93546423978744e-004
3.98107170553511e+001	9.99997920759148e-001,-3.98103476614795e-004
4.02717034325473e+001	9.99997918913299e-001,-4.02713297427108e-004
4.07380277804127e+001	9.99997917024454e-001,-4.07376497442131e-004
4.12097519097344e+001	9.99997915091611e-001,-4.12093694761674e-004
4.16869383470350e+001	9.99997913113747e-001,-4.16865514644806e-004
4.21696503428597e+001	9.99997911089815e-001,-4.21692589590769e-004
4.26579518801607e+001	9.99997909018737e-001,-4.26575559422785e-004
4.31519076827780e+001	9.99997906899417e-001,-4.31515071372859e-004
4.36515832240181e+001	9.99997904730733e-001,-4.36511780167585e-004
4.41570447353328e+001	9.99997902511533e-001,-4.41566348114942e-004
4.46683592150979e+001	9.99997900240643e-001,-4.46679445192030e-004
4.51855944374938e+001	9.99997897916855e-001,-4.51851749133949e-004
4.57088189614891e+001	9.99997895538939e-001,-4.57083945523542e-004
4.62381021399276e+001	9.99997893105636e-001,-4.62376727882353e-004
4.67735141287215e+001	9.99997890615653e-001,-4.67730797762524e-004
4.73151258961497e+001	9.99997888067671e-001,-4.73146864839733e-004
4.78630092322655e+001	9.99997885460339e-001,-4.78625647007336e-004
4.84172367584116e+001	9.99997882792275e-001,-4.84167870471498e-004
4.89778819368463e+001	9.99997880062063e-001,-4.89774269847406e-004
4.95450190804808e+001	9.99997877268257e-001,-4.95445588256693e-004
5.01187233627290e+001	9.99997874409374e-001,-5.01182577425940e-004
5.06990708274722e+001	9.99997871483899e-001,-5.06985997786275e-004
5.12861383991383e+001	9.99997868490281e-001,-5.12856618574186e-004
5.18800038928980e+001	9.99997865426934e-001,-5.18795217933497e-004
5.24807460249791e+001	9.99997862292231e-001,-5.24802583018494e-004
5.30884444231007e+001	9.99997859084512e-001,-5.30879510098260e-004
5.37031796370272e+001	9.99997855802075e-001,-5.37026804662229e-004
5.43250331492453e+001	9.99997852443180e-001,-5.43245281526931e-004
5.49540873857644e+001	9.99997849006048e-001,-5.49535764944023e-004
5.55904257270424e+001	9.99997845488854e-001,-5.55899088709513e-004
5.62341325190369e+001	9.99997841889733e-001,-5.62336096274315e-004
5.68852930843862e+001	9.99997838206779e-001,-5.68847640856002e-004
5.75439937337178e+001	9.99997834438037e-001,-5.75434585551926e-004
5.82103217770893e+001	9.99997830581510e-001,-5.82097803453612e-004
5.88843655355610e+001	9.99997826635155e-001,-5.88838177762492e-004
5.95662143529032e+001	9.99997822596875e-001,-5.95656601906956e-004
6.02559586074380e+001	9.99997818464533e-001,-6.02553979660785e-004
6.09536897240191e+001	9.99997814235935e-001,-6.09531225262954e-004
6.16595001861505e+001	9.99997809908842e-001,-6.16589263538783e-004
6.23734835482442e+001	9.99997805480955e-001,-6.23729030022560e-004
6.30957344480216e+001	9.99997800949932e-001,-6.30951471081488e-004
6.38263486190572e+001	9.99997796313366e-001,-6.38257544041186e-004
6.45654229034679e+001	9.99997791568802e-001,-6.45648217312537e-004
6.53130552647497e+001	9.99997786713722e-001,-6.53124470520066e-004
6.60693448007621e+001	9.99997781745555e-001,-6.60687294631787e-004
6.68343917568640e+001	9.99997776661661e-001,-6.68337692090544e-004
6.76082975392007e+001	9.99997771459350e-001,-6.76076676946899e-004
6.83911647281455e+001	9.99997766135861e-001,-6.83905274993498e-004
6.91830970918962e+001	9.99997760688373e-001,-6.91824523901115e-004
6.99841996002300e+001	9.99997755113997e-001,-6.99835473356120e-004
7.07945784384165e+001	9.99997749409775e-001,-7.07939185199637e-004
7.16143410212929e+001	9.99997743572686e-001,-7.16136733568301e-004
7.24435960075018e+001	9.99997737599633e-001,-7.24429205036609e-004
7.32824533138932e+001	9.99997731487450e-001,-7.32817698760972e-004
7.41310241300946e+001	9.99997725232896e-001,-7.41303326625369e-004
7.49894209332484e+001	9.99997718832655e-001,-7.49887213388746e-004
7.58577575029213e+001	9.99997712283333e-001,-7.58570496834106e-004
7.67361489361848e+001	9.99997705581459e-001,-7.67354327919298e-004
7.76247116628721e+001	9.99997698723476e-001,-7.76239870929578e-004
7.85235634610102e+001	9.99997691705752e-001,-7.85228303631946e-004
7.94328234724312e+001	9.99997684524562e-001,-7.94320817431235e-004
8.03526122185648e+001	9.99997677176102e-001,-8.03518617528057e-004
8.12830516164130e+001	9.99997669656474e-001,-8.12822923078517e-004
8.22242649947103e+001	9.99997661961693e-001,-8.22234967355810e-004
8.31763771102703e+001	9.99997654087676e-001,-8.31755997913710e-004
8.41395141645228e+001	9.99997646030249e-001,-8.41387276751916e-004
8.51138038202409e+001	9.99997637785142e-001,-8.51130080483334e-004
8.60993752184634e+001	9.99997629347981e-001,-8.60985700503255e-004
8.70963589956115e+001	9.99997620714292e-001,-8.70955443160573e-004
8.81048873008048e+001	9.99997611879500e-001,-8.81040629930912e-004
8.91250938133780e+001	9.99997602838919e-001,-8.91242597591762e-004
9.01571137605992e+001	9.99997593587757e-001,-9.01562698399711e-004
9.12010839355946e+001	9.99997584121105e-001,-9.12002300269634e-004
9.22571427154800e+001	9.99997574433950e-001,-9.22562786956045e-004
9.33254300797028e+001	9.99997564521149e-001,-9.33245558236477e-004
9.44060876285961e+001	9.99997554377450e-001,-9.44052030097045e-004
9.54992586021474e+001	9.99997543997474e-001,-9.54983634920079e-004
9.66050878989852e+001	9.99997533375718e-001,-9.66041821674064e-004
9.77237220955850e+001	9.99997522506549e-001,-9.77228056105599e-004
9.88553094656978e+001	9.99997511384204e-001,-9.88543820933746e-004
1.00000000000004e+002	9.99997500002786e-001,-9.99990616046528e-004
1.01157945425994e+002	9.99997488356262e-001,-1.01156995869975e-003
1.02329299228080e+002	9.99997476438456e-001,-1.02328338371806e-003
1.03514216667939e+002	9.99997464243048e-001,-1.03513244369845e-003
1.04712854805094e+002	9.99997451763572e-001,-1.04711870921598e-003
1.05925372517733e+002	9.99997438993413e-001,-1.05924376903201e-003
1.07151930523765e+002	9.99997425925797e-001,-1.07150923030471e-003
1.08392691402125e+002	9.99997412553799e-001,-1.08391671880218e-003
1.09647819614323e+002	9.99997398870324e-001,-1.09646787911783e-003
1.10917481526245e+002	9.99997384868123e-001,-1.10916437488844e-003
1.12201845430201e+002	9.99997370539767e-001,-1.12200788901461e-003
1.13501081567236e+002	9.99997355877662e-001,-1.13500012388390e-003
1.14815362149693e+002	9.99997340874032e-001,-1.14814280159637e-003
1.16144861384039e+002	9.99997325520922e-001,-1.16143766419291e-003
1.17489755493958e+002	9.99997309810193e-001,-1.17488647388610e-003
1.18850222743707e+002	9.99997293733515e-001,-1.18849101329380e-003
1.20226443461746e+002	9.99997277282362e-001,-1.20225308567541e-003
1.21618600064642e+002	9.99997260448011e-001,-1.21617451517090e-003
1.23026877081243e+002	9.99997243221540e-001,-1.23025714704258e-003
1.24451461177144e+002	9.99997225593811e-001,-1.24450284791967e-003
1.25892541179422e+002	9.99997207555481e-001,-1.25891350604571e-003
1.27350308101671e+002	9.99997189096984e-001,-1.27349103152885e-003
1.28824955169319e+002	9.99997170208533e-001,-1.28823735659499e-003
1.30316677845235e+002	9.99997150880113e-001,-1.30315443584395e-003
1.31825673855646e+002	9.99997131101478e-001,-1.31824424650845e-003
1.33352143216338e+002	9.99997110862138e-001,-1.33350878871624e-003
1.34896288259171e+002	9.99997090151365e-001,-1.34895008575518e-003
1.36458313658898e+002	9.99997068958173e-001,-1.36457018434142e-003
1.38038426460294e+002	9.99997047271329e-001,-1.38037115489067e-003
1.39636836105600e+002	9.99997025079335e-001,-1.39635509179263e-003
1.41253754462281e+002	9.99997002370423e-001,-1.41252411368858e-003
1.42889395851116e+002	9.99996979132551e-001,-1.42888036375214e-003
1.44543977074599e+002	9.99996955353400e-001,-1.44542600997344e-003
1.46217717445678e+002	9.99996931020362e-001,-1.46216324544636e-003
1.47910838816827e+002	9.99996906120533e-001,-1.47909428865925e-003
1.49623565609450e+002	9.99996880640715e-001,-1.49622138378902e-003
1.51356124843627e+002	9.99996854567395e-001,-1.51354680099847e-003
1.53108746168209e+002	9.99996827886749e-001,-1.53107283673729e-003
1.54881661891255e+002	9.99996800584631e-001,-1.54880181404637e-003
1.56675107010822e+002	9.99996772646565e-001,-1.56673608286574e-003
1.58489319246118e+002	9.99996744057737e-001,-1.58487802034600e-003
1.60324539069011e+002	9.99996714802990e-001,-1.60323003116338e-003
1.62181009735900e+002	9.99996684866814e-001,-1.62179454783850e-003
1.64058977319961e+002	9.99996654233333e-001,-1.64057403105872e-003
1.65958690743763e+002	9.99996622886307e-001,-1.65957097000434e-003
1.67880401812263e+002	9.99996590809116e-001,-1.67878788267847e-003
1.69824365246182e+002	9.99996557984750e-001,-1.69822731624077e-003
1.71790838715766e+002	9.99996524395807e-001,-1.71789184734505e-003
1.73780082874945e+002	9.99996490024477e-001,-1.73778408248081e-003
1.75792361395877e+002	9.99996454852535e-001,-1.75790665831862e-003
1.77827941003900e+002	9.99996418861334e-001,-1.77826224205969e-003
1.79887091512887e+002	9.99996382031790e-001,-1.79885353178927e-003
1.81970085861006e+002	9.99996344344377e-001,-1.81968325683432e-003
1.84077200146904e+002	9.99996305779109e-001,-1.84075417812520e-003
1.86208713666295e+002	9.99996266315542e-001,-1.86206908856165e-003
1.88364908948988e+002	9.99996225932750e-001,-1.88363081338288e-003
1.90546071796333e+002	9.99996184609323e-001,-1.90544221054210e-003
1.92752491319102e+002	9.99996142323348e-001,-1.92750617108522e-003
1.94984459975813e+002	9.99996099052407e-001,-1.94982561953409e-003
1.97242273611494e+002	9.99996054773556e-001,-1.97240351427406e-003
1.99526231496897e+002	9.99996009463319e-001,-1.99524284794609e-003
2.01836636368165e+002	9.99995963097669e-001,-2.01834664784336e-003
2.04173794466962e+002	9.99995915652026e-001,-2.04171797631252e-003
2.06538015581062e+002	9.99995867101232e-001,-2.06535993115953e-003
2.08929613085413e+002	9.99995817419544e-001,-2.08927564606024e-003
2.11348903983674e+002	9.99995766580621e-001,-2.11346829097571e-003
2.13796208950233e+002	9.99995714557508e-001,-2.13794107257234e-003
2.16271852372712e+002	9.99995661322620e-001,-2.16269723464683e-003
2.18776162394965e+002	9.99995606847733e-001,-2.18774005855613e-003
2.21309470960574e+002	9.99995551103963e-001,-2.21307286365227e-003
2.23872113856844e+002	9.99995494061752e-001,-2.23869900772235e-003
2.26464430759316e+002	9.99995435690858e-001,-2.26462188743352e-003
2.29086765276788e+002	9.99995375960333e-001,-2.29084493878314e-003
2.31739464996858e+002	9.99995314838504e-001,-2.31737163755412e-003
2.34422881532003e+002	9.99995252292965e-001,-2.34420549977566e-003
2.37137370566176e+002	9.99995188290553e-001,-2.37135008218915e-003
2.39883291901960e+002	9.99995122797333e-001,-2.39880898271956e-003
2.42661009508252e+002	9.99995055778581e-001,-2.42658584095228e-003
2.45470891568514e+002	9.99994987198761e-001,-2.45468433861548e-003
2.48313310529568e+002	9.99994917021512e-001,-2.48310820006802e-003
2.51188643150969e+002	9.99994845209625e-001,-2.51186119279303e-003
2.54097270554942e+002	9.99994771725023e-001,-2.54094712789722e-003
2.57039578276898e+002	9.99994696528746e-001,-2.57036986061594e-003
2.60015956316539e+002	9.99994619580923e-001,-2.60013329082412e-003
2.63026799189550e+002	9.99994540840754e-001,-2.63024136355306e-003
2.66072505979893e+002	9.99994460266491e-001,-2.66069806951330e-003
2.69153480392704e+002	9.99994377815413e-001,-2.69150744562343e-003
2.72270130807804e+002	9.99994293443802e-001,-2.72267357554514e-003
2.75422870333829e+002	9.99994207106924e-001,-2.75420059022435e-003
2.78612116862990e+002	9.99994118759001e-001,-2.78609266843866e-003
2.81838293126458e+002	9.99994028353192e-001,-2.81835403735116e-003
2.85101826750404e+002	9.99993935841560e-001,-2.85098897307059e-003
2.88403150312674e+002	9.99993841175056e-001,-2.88400180121803e-003
2.91742701400130e+002	9.99993744303485e-001,-2.91739689750014e-003
2.95120922666652e+002	9.99993645175487e-001,-2.95117868828899e-003
2.98538261891810e+002	9.99993543738499e-001,-2.98535165120865e-003
3.01995172040215e+002	9.99993439938741e-001,-3.01992031572862e-003
3.05492111321565e+002	9.99993333721176e-001,-3.05488926376395e-003
3.09029543251373e+002	9.99993225029487e-001,-3.09026313028253e-003
3.12607936712410e+002	9.99993113806042e-001,-3.12604660391920e-003
3.16227766016852e+002	9.99992999991870e-001,-3.16224442759714e-003
3.19889510969155e+002	9.99992883526627e-001,-3.19886139915636e-003
3.23593656929643e+002	9.99992764348559e-001,-3.23590237198944e-003
3.27340694878853e+002	9.99992642394477e-001,-3.27337225568468e-003
3.31131121482606e+002	9.99992517599720e-001,-3.31127601667674e-003
3.34965439157843e+002	9.99992389898118e-001,-3.34961867890465e-003
3.38844156139218e+002	9.99992259221966e-001,-3.38840532447762e-003
3.42767786546466e+002	9.99992125501975e-001,-3.42764109434839e-003
3.46736850452548e+002	9.99991988667245e-001,-3.46733118899451e-003
3.50751873952584e+002	9.99991848645223e-001,-3.50748086910740e-003
3.54813389233592e+002	9.99991705361672e-001,-3.54809545628947e-003
3.58921934645022e+002	9.99991558740617e-001,-3.58918033375920e-003
3.63078054770118e+002	9.99991408704319e-001,-3.63074094706450e-003
3.67282300498102e+002	9.99991255173224e-001,-3.67278280480420e-003
3.71535229097190e+002	9.99991098065934e-001,-3.71531147935805e-003
3.75837404288462e+002	9.99990937299144e-001,-3.75833260762494e-003
3.80189396320579e+002	9.99990772787615e-001,-3.80185189176990e-003
3.84591782045372e+002	9.99990604444119e-001,-3.84587509997956e-003
3.89045144994299e+002	9.99990432179401e-001,-3.89040806722646e-003
3.93550075455796e+002	9.99990255902120e-001,-3.93545669604213e-003
3.98107170553516e+002	9.99990075518815e-001,-3.98102695729919e-003
4.02717034325478e+002	9.99989890933843e-001,-4.02712489100244e-003
4.07380277804132e+002	9.99989702049334e-001,-4.07375660708909e-003
4.12097519097350e+002	9.99989508765142e-001,-4.12092828623832e-003
4.16869383470355e+002	9.99989310978780e-001,-4.16864618069010e-003
4.21696503428602e+002	9.99989108585382e-001,-4.21691661507360e-003
4.26579518801613e+002	9.99988901477638e-001,-4.26574598724513e-003
4.31519076827786e+002	9.99988689545732e-001,-4.31514076913567e-003
4.36515832240187e+002	9.99988472677301e-001,-4.36510750760844e-003
4.41570447353334e+002	9.99988250757353e-001,-4.41565282532611e-003
4.46683592150985e+002	9.99988023668226e-001,-4.46678342162830e-003
4.51855944374944e+002	9.99987791289514e-001,-4.51850607341903e-003
4.57088189614897e+002	9.99987553498007e-001,-4.57082763606454e-003
4.62381021399283e+002	9.99987310167623e-001,-4.62375504430145e-003
4.67735141287221e+002	9.99987061169347e-001,-4.67729531315549e-003
4.73151258961503e+002	9.99986806371156e-001,-4.73145553887071e-003
4.78630092322661e+002	9.99986545637953e-001,-4.78624289984964e-003
4.84172367584123e+002	9.99986278831492e-001,-4.84166465760412e-003
4.89778819368470e+002	9.99986005810312e-001,-4.89772815771727e-003
4.95450190804814e+002	9.99985726429651e-001,-4.95444083081649e-003
5.01187233627297e+002	9.99985440541379e-001,-5.01181019355782e-003
5.06990708274729e+002	9.99985147993913e-001,-5.06984384962150e-003
5.12861383991390e+002	9.99984848632143e-001,-5.12854949071928e-003
5.18800038928986e+002	9.99984542297339e-001,-5.18793489761313e-003
5.24807460249798e+002	9.99984228827083e-001,-5.24800794114597e-003
5.30884444231014e+002	9.99983908055164e-001,-5.30877658328404e-003
5.37031796370279e+002	9.99983579811509e-001,-5.37024887817165e-003
5.43250331492460e+002	9.99983243922077e-001,-5.43243297319779e-003
5.49540873857651e+002	9.99982900208775e-001,-5.49533711007532e-003
5.55904257270431e+002	9.99982548489361e-001,-5.55896962593249e-003
5.62341325190377e+002	9.99982188577351e-001,-5.62333895441717e-003
5.68852930843869e+002	9.99981820281912e-001,-5.68845362681375e-003
5.75439937337185e+002	9.99981443407770e-001,-5.75432227317304e-003
5.82103217770900e+002	9.99981057755103e-001,-5.82095362345515e-003
5.88843655355618e+002	9.99980663119430e-001,-5.88835650868564e-003
5.95662143529040e+002	9.99980259291512e-001,-5.95653986212501e-003
6.02559586074388e+002	9.99979846057233e-001,-6.02551272045164e-003
6.09536897240199e+002	9.99979423197492e-001,-6.09528422495855e-003
6.16595001861513e+002	9.99978990488081e-001,-6.16586362276380e-003
6.23734835482450e+002	9.99978547699574e-001,-6.23726026803503e-003
6.30957344480225e+002	9.99978094597197e-001,-6.30948362322807e-003
6.38263486190580e+002	9.99977630940710e-001,-6.38254326033988e-003
6.45654229034688e+002	9.99977156484277e-001,-6.45644886217594e-003
6.53130552647505e+002	9.99976670976334e-001,-6.53121022363232e-003
6.60693448007629e+002	9.99976174159457e-001,-6.60683725299251e-003
6.68343917568648e+002	9.99975665770229e-001,-6.68333997323929e-003
6.76082975392016e+002	9.99975145539096e-001,-6.76072852338174e-003
6.83911647281464e+002	9.99974613190221e-001,-6.83901315979742e-003
6.91830970918971e+002	9.99974068441348e-001,-6.91820425759037e-003
6.99841996002309e+002	9.99973511003645e-001,-6.99831231196448e-003
7.07945784384174e+002	9.99972940581549e-001,-7.07934793961282e-003
7.16143410212938e+002	9.99972356872616e-001,-7.16132188012315e-003
7.24435960075027e+002	9.99971759567354e-001,-7.24424499739940e-003
7.32824533138941e+002	9.99971148349068e-001,-7.32812828109983e-003
7.41310241300955e+002	9.99970522893677e-001,-7.41298284809151e-003
7.49894209332494e+002	9.99969882869559e-001,-7.49881994392185e-003
7.58577575029222e+002	9.99969227937365e-001,-7.58565094430697e-003
7.67361489361858e+002	9.99968557749839e-001,-7.67348735663723e-003
7.76247116628731e+002	9.99967871951642e-001,-7.76234082150027e-003
7.85235634610112e+002	9.99967170179151e-001,-7.85222311422137e-003
7.94328234724322e+002	9.99966452060280e-001,-7.94314614642197e-003
8.03526122185658e+002	9.99965717214271e-001,-8.03512196759571e-003
8.12830516164141e+002	9.99964965251500e-001,-8.12816276670309e-003
8.22242649947113e+002	9.99964195773266e-001,-8.22228087378416e-003
8.31763771102714e+002	9.99963408371581e-001,-8.31748876159005e-003
8.41395141645238e+002	9.99962602628955e-001,-8.41379904723323e-003
8.51138038202420e+002	9.99961778118172e-001,-8.51122449385678e-003
8.60993752184645e+002	9.99960934402067e-001,-8.60977801232299e-003
8.70963589956125e+002	9.99960071033288e-001,-8.70947266292122e-003
8.81048873008060e+002	9.99959187554067e-001,-8.81032165709582e-003
8.91250938133792e+002	9.99958283495973e-001,-8.91233835919358e-003
9.01571137606004e+002	9.99957358379658e-001,-9.01553628823150e-003
9.12010839355957e+002	9.99956411714618e-001,-9.11992911968506e-003
9.22571427154811e+002	9.99955442998915e-001,-9.22553068729672e-003
9.33254300797039e+002	9.99954451718926e-001,-9.33235498490578e-003
9.44060876285972e+002	9.99953437349059e-001,-9.44041616829869e-003
9.54992586021486e+002	9.99952399351483e-001,-9.54972855708140e-003
9.66050878989864e+002	9.99951337175838e-001,-9.66030663657256e-003
9.77237220955862e+002	9.99950250258943e-001,-9.77216505971905e-003
9.88553094656990e+002	9.99949138024501e-001,-9.88531864903330e-003
1.00000000000005e+003	9.99947999882793e-001,-9.99978239855305e-003
1.01157945425995e+003	9.99946835230357e-001,-1.01155714758234e-002
1.02329299228081e+003	9.99945643449681e-001,-1.02327012239023e-002
1.03514216667940e+003	9.99944423908868e-001,-1.03511871633883e-002
1.04712854805095e+003	9.99943175961300e-001,-1.04710449944720e-002
1.05925372517734e+003	9.99941898945299e-001,-1.05922905990116e-002
1.07151930523766e+003	9.99940592183774e-001,-1.07149400426314e-002
1.08392691402126e+003	9.99939254983863e-001,-1.08390095768452e-002
1.09647819614324e+003	9.99937886636564e-001,-1.09645156412034e-002
1.10917481526246e+003	9.99936486416363e-001,-1.10914748654659e-002
1.12201845430202e+003	9.99935053580844e-001,-1.12199040717985e-002
1.13501081567238e+003	9.99933587370298e-001,-1.13498202769958e-002
1.14815362149694e+003	9.99932087007321e-001,-1.14812406947293e-002
1.16144861384040e+003	9.99930551696401e-001,-1.16141827378206e-002
1.17489755493959e+003	9.99928980623495e-001,-1.17486640205420e-002
1.18850222743708e+003	9.99927372955602e-001,-1.18847023609423e-002
1.20226443461748e+003	9.99925727840311e-001,-1.20223157832003e-002
1.21618600064643e+003	9.99924044405363e-001,-1.21615225200046e-002
1.23026877081245e+003	9.99922321758179e-001,-1.23023410149609e-002
1.24451461177145e+003	9.99920558985386e-001,-1.24447899250274e-002
1.25892541179424e+003	9.99918755152342e-001,-1.25888881229774e-002
1.27350308101673e+003	9.99916909302626e-001,-1.27346546998907e-002
